,Gene_Pair,Min_Score,TCGA_Samples
36401,interaction_EEF2_FANCA,-2.2486,['TCGA-06-5416-01']
40343,interaction_SCAP_VHL,-2.2484,['TCGA-XK-AAIW-01']
8198,interaction_POLD1_VHL,-2.2479,['TCGA-XK-AAIW-01']
42041,interaction_CDAN1_NUP98,-2.2479,['TCGA-DF-A2KU-01']
60119,interaction_CHD4_NCAPG2,-2.2469,['TCGA-DF-A2KU-01']
41950,interaction_CDAN1_PPP2R1A,-2.2462999999999997,['TCGA-FW-A3R5-06']
36481,interaction_EEF2_TSC1,-2.245,['TCGA-DF-A2KU-01']
9019,interaction_XPO1_USP7,-2.2449000000000003,['TCGA-06-5416-01']
5336,interaction_CTCF_XRN1,-2.2446,['TCGA-DF-A2KU-01']
32347,interaction_SETDB1_CDAN1,-2.2446,['TCGA-DF-A2KU-01']
20620,interaction_TPR_RAD21,-2.2443,['TCGA-06-5416-01']
31940,interaction_GCN1L1_TRRAP,-2.2442,['TCGA-DF-A2KU-01']
5375,interaction_CTCF_BARD1,-2.2441,['TCGA-IB-7651-01']
10784,interaction_RBBP6_CHD4,-2.2441,['TCGA-DF-A2KU-01']
56070,interaction_POLE_PFAS,-2.244,['TCGA-DF-A2KU-01']
32832,interaction_KIF18A_SCAP,-2.2436,['TCGA-DF-A2KU-01']
27173,interaction_MSH2_EEF2,-2.2431,['TCGA-DF-A2KU-01']
56339,interaction_ATP1A1_AARS2,-2.243,['TCGA-B5-A3FC-01']
36395,interaction_EEF2_EIF2AK4,-2.2426,['TCGA-DF-A2KU-01']
9329,interaction_NCKAP1_EEF2,-2.2418,['TCGA-DU-6392-01']
6618,interaction_VPS41_IARS2,-2.2416,['TCGA-A5-A2K5-01']
40394,interaction_USP7_CDAN1,-2.2412,['TCGA-B5-A3FC-01']
8948,interaction_XPO1_USP8,-2.2409999999999997,['TCGA-A5-A2K5-01']
21232,interaction_IARS2_AARS2,-2.2408,['TCGA-B5-A3FC-01']
6610,interaction_VPS41_NCAPD3,-2.2401,['TCGA-DF-A2KU-01']
8195,interaction_POLD1_NCAPG2,-2.2401,['TCGA-DF-A2KU-01']
36440,interaction_EEF2_CARD11,-2.2397,['TCGA-DF-A2KU-01']
40907,interaction_ZNF407_TRRAP,-2.2395,['TCGA-DF-A2KU-01']
18772,interaction_NCAPD3_BRD4,-2.2382,['TCGA-DF-A2KU-01']
46967,interaction_PCF11_UBR4,-2.2379,['TCGA-06-5416-01']
42274,interaction_NUP214_DNM2,-2.2378,['TCGA-DF-A2KU-01']
27839,interaction_CLTC_PTPN23,-2.2374,['TCGA-AJ-A3EL-01']
7918,interaction_POLD1_RBBP6,-2.2373000000000003,['TCGA-DF-A2KU-01']
50651,interaction_MBTPS1_POLE,-2.2373000000000003,['TCGA-DF-A2KU-01']
7704,interaction_DICER1_CDAN1,-2.2372,['TCGA-DF-A2KU-01']
27855,interaction_CLTC_PFAS,-2.2368,['TCGA-DF-A2KU-01']
36580,interaction_EEF2_MON2,-2.2361,['TCGA-DF-A2KU-01']
56104,interaction_POLE_AARS2,-2.2358,['TCGA-2W-A8YY-01']
59589,interaction_MED1_HIRA,-2.2356,['TCGA-DF-A2KU-01']
20486,interaction_TPR_SCAP,-2.2354,['TCGA-DF-A2KU-01']
37774,interaction_CCAR1_CDAN1,-2.2353,['TCGA-DF-A2KU-01']
42324,interaction_NUP214_CNOT3,-2.2352,['TCGA-DF-A2KU-01']
19607,interaction_ATR_SCAP,-2.2340999999999998,['TCGA-DF-A2KU-01']
40290,interaction_SCAP_UBR4,-2.2337,['TCGA-DF-A2KU-01']
42354,interaction_NUP214_ATP1A1,-2.2336,['TCGA-DF-A2KU-01']
62071,interaction_NCAPG2_LRPPRC,-2.2335,['TCGA-DF-A2KU-01']
6886,interaction_VPS41_IPO9,-2.2329,['TCGA-DF-A2KU-01']
56289,interaction_ATP1A1_PTPN23,-2.2321999999999997,['TCGA-EO-A22U-01']
56131,interaction_POLE_NUP98,-2.2317,['TCGA-DF-A2KU-01']
62562,interaction_WDR7_HIRA,-2.2313,['TCGA-DF-A2KU-01']
8916,interaction_XPO1_ERCC2,-2.2312000000000003,['TCGA-EO-A22U-01']
21659,interaction_ZNF217_DNM2,-2.2312000000000003,['TCGA-DF-A2KU-01']
8944,interaction_XPO1_ZNF217,-2.2312,['TCGA-A5-A2K5-01']
50271,interaction_BRD4_IPO9,-2.231,['TCGA-DF-A2KU-01']
21270,interaction_IARS2_HIRA,-2.2308,['TCGA-B5-A3FC-01']
10847,interaction_RBBP6_LRPPRC,-2.2306999999999997,['TCGA-DF-A2KU-01']
5274,interaction_CTCF_USP8,-2.2301,['TCGA-A5-A2K5-01']
27779,interaction_CLTC_MBTPS1,-2.2301,['TCGA-DF-A2KU-01']
19320,interaction_POT1_CDAN1,-2.2295,['TCGA-DF-A2KU-01']
36486,interaction_EEF2_JAK3,-2.2293000000000003,['TCGA-DF-A2KU-01']
40214,interaction_SCAP_PIK3C3,-2.2292,['TCGA-DF-A2KU-01']
42284,interaction_NUP214_MTOR,-2.2292,['TCGA-DF-A2KU-01']
36420,interaction_EEF2_GRIN2A,-2.2289,['TCGA-DF-A2KU-01']
21709,interaction_ZNF217_CNOT3,-2.2286,['TCGA-DF-A2KU-01']
5367,interaction_CTCF_BRCA1,-2.2284,['TCGA-DF-A2KU-01']
32434,interaction_SETDB1_POLE,-2.2284,['TCGA-DF-A2KU-01']
34984,interaction_IGF1R_EEF2,-2.2284,['TCGA-DF-A2KU-01']
42031,interaction_CDAN1_BRCA2,-2.2284,['TCGA-DF-A2KU-01']
52394,interaction_CNOT3_AARS2,-2.2284,['TCGA-2W-A8YY-01']
56835,interaction_SF3B1_HIRA,-2.2283999999999997,['TCGA-06-5416-01']
8999,interaction_XPO1_CNOT1,-2.2282,['TCGA-06-5416-01']
47482,interaction_TELO2_TRRAP,-2.2281,['TCGA-2W-A8YY-01']
56810,interaction_SF3B1_WDR7,-2.2277,['TCGA-A5-A2K5-01']
21739,interaction_ZNF217_ATP1A1,-2.2270000000000003,['TCGA-DF-A2KU-01']
19741,interaction_ATR_RAD21,-2.2268,['TCGA-06-5416-01']
45686,interaction_MTOR_PTPN23,-2.2260999999999997,['TCGA-IB-7651-01']
27916,interaction_CLTC_NUP98,-2.2245,['TCGA-DF-A2KU-01']
36599,interaction_EEF2_ITGAV,-2.2245,['TCGA-06-5416-01']
5255,interaction_CTCF_CASC5,-2.2237999999999998,['TCGA-DF-A2KU-01']
8984,interaction_XPO1_SETDB1,-2.2235,['TCGA-A5-A2K5-01']
59004,interaction_TRPM7_WNK1,-2.2232000000000003,['TCGA-DF-A2KU-01']
21669,interaction_ZNF217_MTOR,-2.2226,['TCGA-DF-A2KU-01']
52179,interaction_POLRMT_TRRAP,-2.2224,['TCGA-2W-A8YY-01']
40520,interaction_USP7_RAD21,-2.2222,['TCGA-06-5416-01']
40297,interaction_SCAP_DDX27,-2.2221,['TCGA-B5-A3FC-01']
56062,interaction_POLE_DDX27,-2.2221,['TCGA-2W-A8YY-01']
42021,interaction_CDAN1_CAD,-2.2216,['TCGA-DF-A2KU-01']
42033,interaction_CDAN1_POLG,-2.2216,['TCGA-B5-A3FC-01']
56823,interaction_SF3B1_IPO9,-2.2215,['TCGA-06-5416-01']
27689,interaction_CLTC_SETDB1,-2.2212,['TCGA-DF-A2KU-01']
7791,interaction_DICER1_POLE,-2.221,['TCGA-DF-A2KU-01']
50180,interaction_BRD4_SF3B1,-2.2209,['TCGA-06-5416-01']
60016,interaction_RTTN_WNK1,-2.2198,['TCGA-DF-A2KU-01']
40484,interaction_USP7_TRRAP,-2.2196,['TCGA-IB-7651-01']
37861,interaction_CCAR1_POLE,-2.2191,['TCGA-DF-A2KU-01']
56489,interaction_TRRAP_SMC6,-2.2190000000000003,['TCGA-DF-A2KU-01']
10682,interaction_RBBP6_PCF11,-2.2180999999999997,['TCGA-06-5416-01']
43772,interaction_DNM2_PTPN23,-2.218,['TCGA-B5-A3FC-01']
13238,interaction_ERCC2_PCF11,-2.2177,['TCGA-DF-A2KU-01']
44532,interaction_STIL_TRRAP,-2.2163,['TCGA-DF-A2KU-01']
36414,interaction_EEF2_BIRC6,-2.2161,['TCGA-DF-A2KU-01']
7581,interaction_DICER1_XPO1,-2.2157,['TCGA-A5-A2K5-01']
21776,interaction_ZNF217_RAD21,-2.2155,['TCGA-B5-A3FC-01']
52352,interaction_CNOT3_DDX27,-2.2147,['TCGA-2W-A8YY-01']
7644,interaction_DICER1_CLTC,-2.2138,['TCGA-DF-A2KU-01']
51122,interaction_EP300_TRRAP,-2.2138,['TCGA-DF-A2KU-01']
19407,interaction_POT1_POLE,-2.2133000000000003,['TCGA-DF-A2KU-01']
18821,interaction_NCAPD3_PPP2R1A,-2.213,['TCGA-06-5416-01']
52330,interaction_CNOT3_PPP2R1A,-2.2127,['TCGA-2W-A8YY-01']
9084,interaction_XPO1_POLRMT,-2.2123999999999997,['TCGA-IB-7651-01']
56121,interaction_POLE_BRCA2,-2.2122,['TCGA-DF-A2KU-01']
56942,interaction_PPP2R1A_LRPPRC,-2.2122,['TCGA-06-5416-01']
27712,interaction_CLTC_CCAR1,-2.2119,['TCGA-DF-A2KU-01']
56748,interaction_SF3B1_UBR4,-2.2119,['TCGA-06-5416-01']
13333,interaction_ERCC2_MED1,-2.2117,['TCGA-DF-A2KU-01']
58998,interaction_TRPM7_CHD4,-2.2117,['TCGA-DF-A2KU-01']
35956,interaction_CNOT1_DNM2,-2.2116,['TCGA-DF-A2KU-01']
48216,interaction_PIK3C3_RAD21,-2.2103,['TCGA-2W-A8YY-01']
31850,interaction_GCN1L1_CDAN1,-2.2101,['TCGA-DF-A2KU-01']
9201,interaction_XPO1_BRCA2,-2.2093,['TCGA-A5-A2K5-01']
36006,interaction_CNOT1_CNOT3,-2.209,['TCGA-DF-A2KU-01']
36484,interaction_EEF2_DYRK1A,-2.2089,['TCGA-06-5416-01']
40183,interaction_SCAP_NUP214,-2.2088,['TCGA-DF-A2KU-01']
60010,interaction_RTTN_CHD4,-2.2083,['TCGA-DF-A2KU-01']
32974,interaction_KIF18A_WNK1,-2.2081,['TCGA-DF-A2KU-01']
36454,interaction_EEF2_BLM,-2.2075,['TCGA-06-5416-01']
13383,interaction_ERCC2_WDR7,-2.2074,['TCGA-DF-A2KU-01']
36036,interaction_CNOT1_ATP1A1,-2.2074,['TCGA-DF-A2KU-01']
52215,interaction_POLRMT_RAD21,-2.2072000000000003,['TCGA-B5-A3FC-01']
40275,interaction_SCAP_PPP2R1A,-2.2072,['TCGA-06-5416-01']
27889,interaction_CLTC_AARS2,-2.2066,['TCGA-IB-7651-01']
36539,interaction_EEF2_FUBP1,-2.2066,['TCGA-06-5416-01']
19260,interaction_POT1_CLTC,-2.2061,['TCGA-DF-A2KU-01']
21183,interaction_IARS2_PTPN23,-2.2058999999999997,['TCGA-2W-A8YY-01']
36073,interaction_CNOT1_RAD21,-2.2055,['TCGA-06-5416-01']
40817,interaction_ZNF407_CDAN1,-2.2054,['TCGA-DF-A2KU-01']
56111,interaction_POLE_CAD,-2.2054,['TCGA-DF-A2KU-01']
27906,interaction_CLTC_BRCA2,-2.205,['TCGA-DF-A2KU-01']
8151,interaction_POLD1_TRPM7,-2.2049000000000003,['TCGA-DF-A2KU-01']
9211,interaction_XPO1_NUP98,-2.2043999999999997,['TCGA-EO-A3B0-01']
9007,interaction_XPO1_CCAR1,-2.2042,['TCGA-EO-A3B0-01']
36547,interaction_EEF2_NCOR2,-2.2042,['TCGA-DF-A2KU-01']
35966,interaction_CNOT1_MTOR,-2.2030000000000003,['TCGA-DF-A2KU-01']
9150,interaction_XPO1_PFAS,-2.2028,['TCGA-A5-A2K5-01']
18911,interaction_NCAPD3_IPO9,-2.2024,['TCGA-DF-A2KU-01']
6898,interaction_VPS41_HIRA,-2.2022,['TCGA-DF-A2KU-01']
21642,interaction_ZNF217_SCAP,-2.2022,['TCGA-DF-A2KU-01']
8163,interaction_POLD1_RTTN,-2.2015000000000002,['TCGA-DF-A2KU-01']
62024,interaction_AARS2_LRPPRC,-2.2015000000000002,['TCGA-B5-A3FC-01']
50283,interaction_BRD4_HIRA,-2.2003,['TCGA-DF-A2KU-01']
48007,interaction_SMARCA4_TRRAP,-2.2002,['TCGA-DF-A2KU-01']
9049,interaction_XPO1_BARD1,-2.2001,['TCGA-EO-A3B0-01']
20628,interaction_TPR_WNK1,-2.1999,['TCGA-DF-A2KU-01']
47017,interaction_PCF11_NCAPG2,-2.1996,['TCGA-DF-A2KU-01']
22313,interaction_OGDH_TRRAP,-2.1993,['TCGA-B5-A3FC-01']
45736,interaction_MTOR_AARS2,-2.199,['TCGA-B5-A3FC-01']
12669,interaction_UBR5_TRRAP,-2.1989,['TCGA-DF-A2KU-01']
19749,interaction_ATR_WNK1,-2.1986,['TCGA-DF-A2KU-01']
59061,interaction_TRPM7_LRPPRC,-2.1982999999999997,['TCGA-DF-A2KU-01']
27896,interaction_CLTC_CAD,-2.1982,['TCGA-DF-A2KU-01']
58444,interaction_UBR4_WNK1,-2.1982,['TCGA-DF-A2KU-01']
9021,interaction_XPO1_ZNF407,-2.1981,['TCGA-06-5416-01']
43788,interaction_DNM2_PFAS,-2.198,['TCGA-DF-A2KU-01']
4987,interaction_KIT_EEF2,-2.1975000000000002,['TCGA-DF-A2KU-01']
32968,interaction_KIF18A_CHD4,-2.1966,['TCGA-DF-A2KU-01']
47518,interaction_TELO2_RAD21,-2.1957,['TCGA-B5-A3FC-01']
5244,interaction_CTCF_NBAS,-2.1954000000000002,['TCGA-DF-A2KU-01']
25276,interaction_NFE2L2_EEF2,-2.1954000000000002,['TCGA-06-5416-01']
36551,interaction_EEF2_HRAS,-2.1954000000000002,['TCGA-EO-A22U-01']
52360,interaction_CNOT3_PFAS,-2.1954000000000002,['TCGA-DF-A2KU-01']
60073,interaction_RTTN_LRPPRC,-2.1948999999999996,['TCGA-DF-A2KU-01']
5391,interaction_CTCF_GAK,-2.1942,['TCGA-DF-A2KU-01']
9039,interaction_XPO1_STIL,-2.194,['TCGA-A5-A2K5-01']
31937,interaction_GCN1L1_POLE,-2.1939,['TCGA-DF-A2KU-01']
36528,interaction_EEF2_HSP90AB1,-2.1939,['TCGA-EO-A22U-01']
56305,interaction_ATP1A1_PFAS,-2.1938,['TCGA-DF-A2KU-01']
48224,interaction_PIK3C3_WNK1,-2.1937,['TCGA-DF-A2KU-01']
59552,interaction_MED1_NCAPG2,-2.1936,['TCGA-DF-A2KU-01']
36959,interaction_NIPBL_TRRAP,-2.1931000000000003,['TCGA-DF-A2KU-01']
62186,interaction_VHL_WDR7,-2.1927000000000003,['TCGA-XK-AAIW-01']
5303,interaction_CTCF_SLC4A7,-2.1924,['TCGA-DF-A2KU-01']
10749,interaction_RBBP6_SF3B1,-2.1921,['TCGA-06-5416-01']
22881,interaction_USP8_TRRAP,-2.1919,['TCGA-2W-A8YY-01']
5254,interaction_CTCF_MCM6,-2.1915,['TCGA-IB-7651-01']
43712,interaction_DNM2_MBTPS1,-2.1913,['TCGA-DF-A2KU-01']
56879,interaction_PPP2R1A_CHD4,-2.1913,['TCGA-06-5416-01']
10777,interaction_RBBP6_MED1,-2.1908000000000003,['TCGA-DF-A2KU-01']
7996,interaction_POLD1_KIF18A,-2.1898,['TCGA-DF-A2KU-01']
45702,interaction_MTOR_PFAS,-2.1894,['TCGA-DF-A2KU-01']
28235,interaction_HNF1A_EEF2,-2.1893000000000002,['TCGA-DF-A2KU-01']
62051,interaction_NCAPG2_WDR7,-2.1893000000000002,['TCGA-DF-A2KU-01']
40904,interaction_ZNF407_POLE,-2.1892,['TCGA-DF-A2KU-01']
22791,interaction_USP8_CDAN1,-2.189,['TCGA-B5-A3FC-01']
50623,interaction_MBTPS1_CNOT3,-2.1887,['TCGA-DF-A2KU-01']
20622,interaction_TPR_CHD4,-2.1884,['TCGA-DF-A2KU-01']
21169,interaction_IARS2_PPP2R1A,-2.1882,['TCGA-06-5416-01']
36559,interaction_EEF2_KDM5A,-2.188,['TCGA-DF-A2KU-01']
36493,interaction_EEF2_ERBB2,-2.1873,['TCGA-06-5416-01']
19743,interaction_ATR_CHD4,-2.1871,['TCGA-DF-A2KU-01']
50653,interaction_MBTPS1_ATP1A1,-2.1871,['TCGA-DF-A2KU-01']
56476,interaction_TRRAP_ZMYND8,-2.1870000000000003,['TCGA-DF-A2KU-01']
41907,interaction_CDAN1_EP300,-2.1868,['TCGA-B5-A3FC-01']
27687,interaction_CLTC_GCN1L1,-2.1867,['TCGA-DF-A2KU-01']
58438,interaction_UBR4_CHD4,-2.1867,['TCGA-DF-A2KU-01']
60565,interaction_WNK1_AARS2,-2.1867,['TCGA-B5-A3FC-01']
56885,interaction_PPP2R1A_WNK1,-2.1866,['TCGA-06-5416-01']
10827,interaction_RBBP6_WDR7,-2.1865,['TCGA-DF-A2KU-01']
36610,interaction_EEF2_ABL1,-2.186,['TCGA-DF-A2KU-01']
17805,interaction_CDK13_EEF2,-2.1858,['TCGA-A5-A2K5-01']
43849,interaction_DNM2_NUP98,-2.1857,['TCGA-DF-A2KU-01']
32934,interaction_KIF18A_PPP2R1A,-2.1852,['TCGA-06-5416-01']
42048,interaction_CDAN1_SMC6,-2.1849,['TCGA-DF-A2KU-01']
9203,interaction_XPO1_POLG,-2.1843,['TCGA-06-5416-01']
22349,interaction_OGDH_RAD21,-2.1842,['TCGA-B5-A3FC-01']
23331,interaction_SATB2_EEF2,-2.1841,['TCGA-DF-A2KU-01']
45481,interaction_KDM2A_TRRAP,-2.1838,['TCGA-DF-A2KU-01']
33031,interaction_KIF18A_LRPPRC,-2.1832,['TCGA-DF-A2KU-01']
52421,interaction_CNOT3_NUP98,-2.1831,['TCGA-DF-A2KU-01']
45626,interaction_MTOR_MBTPS1,-2.1827,['TCGA-DF-A2KU-01']
35939,interaction_CNOT1_SCAP,-2.1826,['TCGA-DF-A2KU-01']
32356,interaction_SETDB1_DNM2,-2.1824,['TCGA-DF-A2KU-01']
36407,interaction_EEF2_EML4,-2.1823,['TCGA-DF-A2KU-01']
41869,interaction_CDAN1_STIL,-2.1822,['TCGA-DF-A2KU-01']
48218,interaction_PIK3C3_CHD4,-2.1822,['TCGA-DF-A2KU-01']
27726,interaction_CLTC_ZNF407,-2.182,['TCGA-DF-A2KU-01']
40239,interaction_SCAP_POLRMT,-2.1817,['TCGA-B5-A3FC-01']
7950,interaction_POLD1_TPR,-2.1816,['TCGA-DF-A2KU-01']
8982,interaction_XPO1_GCN1L1,-2.1816,['TCGA-A5-A2K5-01']
56366,interaction_ATP1A1_NUP98,-2.1815,['TCGA-DF-A2KU-01']
5491,interaction_CTCF_NUMA1,-2.1812,['TCGA-DF-A2KU-01']
7947,interaction_POLD1_ATR,-2.1803,['TCGA-DF-A2KU-01']
8129,interaction_POLD1_SF3B1,-2.1799,['TCGA-B5-A3FC-01']
8145,interaction_POLD1_UBR4,-2.1799,['TCGA-DF-A2KU-01']
32406,interaction_SETDB1_CNOT3,-2.1798,['TCGA-DF-A2KU-01']
36560,interaction_EEF2_AFF3,-2.1798,['TCGA-06-5416-01']
38533,interaction_XRN1_TRRAP,-2.1797,['TCGA-DF-A2KU-01']
59988,interaction_RAD21_NUP98,-2.1795,['TCGA-06-5416-01']
6592,interaction_VPS41_ERCC2,-2.1783,['TCGA-DF-A2KU-01']
32436,interaction_SETDB1_ATP1A1,-2.1782,['TCGA-DF-A2KU-01']
27847,interaction_CLTC_DDX27,-2.1778,['TCGA-IB-7651-01']
35220,interaction_C11orf30_EEF2,-2.1775,['TCGA-DF-A2KU-01']
45763,interaction_MTOR_NUP98,-2.1771000000000003,['TCGA-DF-A2KU-01']
21190,interaction_IARS2_TRPM7,-2.1765999999999996,['TCGA-B5-A3FC-01']
13257,interaction_ERCC2_BRD4,-2.1764,['TCGA-DF-A2KU-01']
8069,interaction_POLD1_PIK3C3,-2.1754000000000002,['TCGA-DF-A2KU-01']
40943,interaction_ZNF407_RAD21,-2.1754,['TCGA-06-5416-01']
5492,interaction_CTCF_SMG7,-2.1752000000000002,['TCGA-IB-7651-01']
7713,interaction_DICER1_DNM2,-2.175,['TCGA-DF-A2KU-01']
20685,interaction_TPR_LRPPRC,-2.175,['TCGA-DF-A2KU-01']
56872,interaction_PPP2R1A_MED1,-2.1744,['TCGA-06-5416-01']
43780,interaction_DNM2_DDX27,-2.1738999999999997,['TCGA-B5-A3FC-01']
32366,interaction_SETDB1_MTOR,-2.1738,['TCGA-DF-A2KU-01']
19806,interaction_ATR_LRPPRC,-2.1736999999999997,['TCGA-DF-A2KU-01']
42399,interaction_NUP214_WNK1,-2.1733000000000002,['TCGA-DF-A2KU-01']
58501,interaction_UBR4_LRPPRC,-2.1733,['TCGA-DF-A2KU-01']
37783,interaction_CCAR1_DNM2,-2.1731,['TCGA-DF-A2KU-01']
8144,interaction_POLD1_PTPN23,-2.1729,['TCGA-2W-A8YY-01']
7763,interaction_DICER1_CNOT3,-2.1724,['TCGA-DF-A2KU-01']
58341,interaction_PTPN23_CHD4,-2.1723,['TCGA-2W-A8YY-01']
58347,interaction_PTPN23_WNK1,-2.1719999999999997,['TCGA-2W-A8YY-01']
18923,interaction_NCAPD3_HIRA,-2.1717,['TCGA-DF-A2KU-01']
59978,interaction_RAD21_BRCA2,-2.1709,['TCGA-06-5416-01']
7793,interaction_DICER1_ATP1A1,-2.1708,['TCGA-DF-A2KU-01']
37833,interaction_CCAR1_CNOT3,-2.1705,['TCGA-DF-A2KU-01']
18687,interaction_NCAPD3_KIF18A,-2.1704,['TCGA-06-5416-01']
40210,interaction_SCAP_TELO2,-2.1702,['TCGA-B5-A3FC-01']
45694,interaction_MTOR_DDX27,-2.17,['TCGA-IB-7651-01']
40305,interaction_SCAP_PFAS,-2.169,['TCGA-DF-A2KU-01']
37863,interaction_CCAR1_ATP1A1,-2.1689,['TCGA-DF-A2KU-01']
48280,interaction_PIK3C3_LRPPRC,-2.1688,['TCGA-DF-A2KU-01']
56138,interaction_POLE_SMC6,-2.1687000000000003,['TCGA-DF-A2KU-01']
2231,interaction_MAP4K4_EEF2,-2.1684,['TCGA-DF-A2KU-01']
46966,interaction_PCF11_PTPN23,-2.1681,['TCGA-IB-7651-01']
19329,interaction_POT1_DNM2,-2.1673,['TCGA-DF-A2KU-01']
50690,interaction_MBTPS1_RAD21,-2.1672000000000002,['TCGA-B5-A3FC-01']
21784,interaction_ZNF217_WNK1,-2.1667,['TCGA-DF-A2KU-01']
5275,interaction_CTCF_PALB2,-2.1666,['TCGA-DF-A2KU-01']
7723,interaction_DICER1_MTOR,-2.1664000000000003,['TCGA-DF-A2KU-01']
43839,interaction_DNM2_BRCA2,-2.1662,['TCGA-DF-A2KU-01']
41888,interaction_CDAN1_SMARCA4,-2.1661,['TCGA-DF-A2KU-01']
56798,interaction_SF3B1_NCAPG2,-2.1661,['TCGA-06-5416-01']
44529,interaction_STIL_POLE,-2.166,['TCGA-DF-A2KU-01']
36448,interaction_EEF2_SALL4,-2.1649000000000003,['TCGA-DF-A2KU-01']
12579,interaction_UBR5_CDAN1,-2.1648,['TCGA-DF-A2KU-01']
43758,interaction_DNM2_PPP2R1A,-2.1647999999999996,['TCGA-06-5416-01']
19379,interaction_POT1_CNOT3,-2.1647,['TCGA-DF-A2KU-01']
37793,interaction_CCAR1_MTOR,-2.1645000000000003,['TCGA-DF-A2KU-01']
62926,interaction_IPO9_HIRA,-2.1645,['TCGA-DF-A2KU-01']
46973,interaction_PCF11_TRPM7,-2.1644,['TCGA-DF-A2KU-01']
14129,interaction_AHR_EEF2,-2.1641,['TCGA-DF-A2KU-01']
52411,interaction_CNOT3_BRCA2,-2.1636,['TCGA-DF-A2KU-01']
44915,interaction_BRCA1_TRRAP,-2.1635,['TCGA-DF-A2KU-01']
51119,interaction_EP300_POLE,-2.1635,['TCGA-DF-A2KU-01']
19409,interaction_POT1_ATP1A1,-2.1631,['TCGA-DF-A2KU-01']
25550,interaction_KAT6A_EEF2,-2.1627,['TCGA-DF-A2KU-01']
5508,interaction_CTCF_PDE4DIP,-2.1626000000000003,['TCGA-DF-A2KU-01']
32473,interaction_SETDB1_RAD21,-2.1626000000000003,['TCGA-B5-A3FC-01']
13128,interaction_ERCC2_IARS2,-2.1623,['TCGA-2W-A8YY-01']
40229,interaction_SCAP_MBTPS1,-2.1623,['TCGA-DF-A2KU-01']
56356,interaction_ATP1A1_BRCA2,-2.162,['TCGA-DF-A2KU-01']
42393,interaction_NUP214_CHD4,-2.1618,['TCGA-DF-A2KU-01']
47016,interaction_PCF11_AARS2,-2.1618,['TCGA-06-5416-01']
36588,interaction_EEF2_PDGFRA,-2.1617,['TCGA-06-5416-01']
56474,interaction_TRRAP_POLG,-2.1616999999999997,['TCGA-B5-A3FC-01']
9191,interaction_XPO1_CAD,-2.1616,['TCGA-A5-A2K5-01']
59980,interaction_RAD21_POLG,-2.1616,['TCGA-06-5416-01']
27923,interaction_CLTC_SMC6,-2.1615,['TCGA-DF-A2KU-01']
59551,interaction_MED1_AARS2,-2.1615,['TCGA-B5-A3FC-01']
21202,interaction_IARS2_RTTN,-2.161,['TCGA-B5-A3FC-01']
46985,interaction_PCF11_RTTN,-2.161,['TCGA-DF-A2KU-01']
36530,interaction_EEF2_NCOA1,-2.1609000000000003,['TCGA-DF-A2KU-01']
6861,interaction_VPS41_NCAPG2,-2.1601999999999997,['TCGA-DF-A2KU-01']
477,interaction_PMS2_EEF2,-2.1601,['TCGA-DF-A2KU-01']
5299,interaction_CTCF_RICTOR,-2.1601,['TCGA-DF-A2KU-01']
31575,interaction_EXT1_EEF2,-2.1601,['TCGA-DF-A2KU-01']
46406,interaction_BARD1_TRRAP,-2.1597,['TCGA-2W-A8YY-01']
43829,interaction_DNM2_CAD,-2.1594,['TCGA-DF-A2KU-01']
8914,interaction_XPO1_UBR5,-2.1593999999999998,['TCGA-EO-A3B0-01']
58404,interaction_PTPN23_LRPPRC,-2.1593,['TCGA-B5-A3FC-01']
36869,interaction_NIPBL_CDAN1,-2.159,['TCGA-DF-A2KU-01']
17317,interaction_CASC5_TRRAP,-2.1589,['TCGA-DF-A2KU-01']
27744,interaction_CLTC_STIL,-2.1588,['TCGA-DF-A2KU-01']
19339,interaction_POT1_MTOR,-2.1587,['TCGA-DF-A2KU-01']
22215,interaction_OGDH_SCAP,-2.1587,['TCGA-B5-A3FC-01']
